sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
B01-01,Default,,simple,Default Category,base,NUBOK MIEL,,"""",815,1,Taxable Goods,"Catalog, Search",80000,,,,B01-01,NUBOK MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-03,Default,,simple,Default Category,base,NUBOK NEGRO,,"""",780,1,Taxable Goods,"Catalog, Search",80000,,,,B01-03,NUBOK NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-30,Default,,simple,Default Category,base,NUBOK NOPPI SABAN,,"""",745,1,Taxable Goods,"Catalog, Search",80000,,,,B01-30,NUBOK NOPPI SABAN,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-20,Default,,simple,Default Category,base,NUBOK ROJO,,"""",815,1,Taxable Goods,"Catalog, Search",80000,,,,B01-20,NUBOK ROJO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-15,Default,,simple,Default Category,base,NUBOK VAINILLA,,"""",815,1,Taxable Goods,"Catalog, Search",80000,,,,B01-15,NUBOK VAINILLA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-01,Default,,simple,Default Category/Sunday,base,SUNDAYMORNING MIEL,,"12"" x 12"" x 4"" agarraderas 19""",610,1,Taxable Goods,"Catalog, Search",80000,,,,B02-01,SUNDAYMORNING MIEL,,"Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo y un bolsillo interno con zipper.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-11,Default,,simple,Default Category,base,SUNDAYMORNING NARANJA,,"""",650,1,Taxable Goods,"Catalog, Search",80000,,,,B02-11,SUNDAYMORNING NARANJA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-46,Default,,simple,Default Category,base,SUNDAYMORNING PEACH,,"""",650,1,Taxable Goods,"Catalog, Search",80000,,,,B02-46,SUNDAYMORNING PEACH,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B02-61,Default,,simple,Default Category,base,SUNDAYMORNING MACCHIATO,,"""",610,1,Taxable Goods,"Catalog, Search",80000,,,,B02-61,SUNDAYMORNING MACCHIATO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B40-03,Default,,simple,Default Category/Tote,base,TOTE FOLK NEGRO,,"11,5"" x 15"" x 6,5"" agarraderas 25""",795,1,Taxable Goods,"Catalog, Search",80000,,,,B40-03,TOTE FOLK NEGRO,,"Bolso de cuero sin forrar. Cierre de botón. 
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B40-33,Default,,simple,Default Category,base,TOTE FOLK CASTAñO,,"""",795,1,Taxable Goods,"Catalog, Search",80000,,,,B40-33,TOTE FOLK CASTAñO,, ,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B31-02,Default,,simple,Default Category/Indie,base,INDIE CAFE OSCURO,,"13"" x 13,5"" x 2,5"" agarraderas 21,5",850,1,Taxable Goods,"Catalog, Search",80000,,,,B31-02,INDIE CAFE OSCURO,,"Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo en la parte de atrás, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye un accesorio variado.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B31-01,Default,,simple,Default Category,base,INDIE MIEL,,"""",850,1,Taxable Goods,"Catalog, Search",80000,,,,B31-01,INDIE MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B31-30,Default,,simple,Default Category,base,INDIE NOPPI SABAN,,"""",850,1,Taxable Goods,"Catalog, Search",80000,,,,B31-30,INDIE NOPPI SABAN,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B54-01,Default,,simple,Default Category/Yerbabuena,base,YERBABUENA MIEL,,"11,5"" x 12,5"" x 5"" tira larga 25""- 46""",610,1,Taxable Goods,"Catalog, Search",80000,,,,B54-01,YERBABUENA MIEL,,"Bolso de cuero forrado en tela. Cierre de amarre, un bolsillo interno con zipper y un bolsillo interno para celular. Correa ajustable y removible.

",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B54-20,Default,,simple,Default Category,base,YERBABUENA ROJO,,"""",610,1,Taxable Goods,"Catalog, Search",80000,,,,B54-20,YERBABUENA ROJO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B93-59,Default,,simple,Default Category/Xilema,base,XILEMA SELVA,,"13"" x 18"" agarraderas 26,5""",760,1,Taxable Goods,"Catalog, Search",80000,,,,B93-59,XILEMA SELVA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B93-61,Default,,simple,Default Category,base,XILEMA MACCHIATO,,,760,1,Taxable Goods,"Catalog, Search",80000,,,,B93-61,XILEMA MACCHIATO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B93-57,Default,,simple,Default Category,base,XILEMA NEGRO LAGARTO,,,760,1,Taxable Goods,"Catalog, Search",80000,,,,B93-57,XILEMA NEGRO LAGARTO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B17-01,Default,,simple,Default Category/Joel,base,JOEL MIEL,,"11"" x 15,5"" x 3"" agarraderas 15"" tira larga 48"" - 54""",1100,1,Taxable Goods,"Catalog, Search",80000,,,,B17-01,JOEL MIEL,,"Maletín de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B17-03,Default,,simple,Default Category,base,JOEL NEGRO,,"""",1100,1,Taxable Goods,"Catalog, Search",80000,,,,B17-03,JOEL NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B100-57,Default,,simple,Default Category/Desk,base,DESK NEGRO LAGARTO,,"11,5"" x 17"" x 2"" agarraderas 25,5""",850,1,Taxable Goods,"Catalog, Search",80000,,,,B100-57,DESK NEGRO LAGARTO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B100-53,Default,,simple,Default Category,base,DESK PLATEADO,,"""",850,1,Taxable Goods,"Catalog, Search",80000,,,,B100-53,DESK PLATEADO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B100-20,Default,,simple,Default Category,base,DESK ROJO,,"""",850,1,Taxable Goods,"Catalog, Search",80000,,,,B100-20,DESK ROJO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-01,Default,,simple,Default Category/Cartera Sobre,base,CARTERA SOBRE MIEL,,"6,5"" x 11""",195,1,Taxable Goods,"Catalog, Search",80000,,,,A16-01,CARTERA SOBRE MIEL,,"Cartera de Sobre de cuero forrado en tela. Cierre con broche magnético. Incluye accesorio variado.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-11,Default,,simple,Default Category,base,CARTERA SOBRE NARANJA,,"""",215,1,Taxable Goods,"Catalog, Search",80000,,,,A16-11,CARTERA SOBRE NARANJA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-55,Default,,simple,Default Category,base,CARTERA SOBRE COOPER,,"""",175,1,Taxable Goods,"Catalog, Search",80000,,,,A16-55,CARTERA SOBRE COOPER,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-59,Default,,simple,Default Category,base,CARTERA SOBRE SELVA,,"""",175,1,Taxable Goods,"Catalog, Search",80000,,,,A16-59,CARTERA SOBRE SELVA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-20,Default,,simple,Default Category,base,CARTERA SOBRE ROJO,,"""",175,1,Taxable Goods,"Catalog, Search",80000,,,,A16-20,CARTERA SOBRE ROJO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B34-01,Default,,simple,Default Category/Weekend,base,WEEKEND BAG MIEL,,"10"" x 19"" x 10"" agarraderas 22"" tira larga 43"" - 46""",1570,1,Taxable Goods,"Catalog, Search",80000,,,,B34-01,WEEKEND BAG MIEL,,"Maletín de cuero forrado en tela. Cierre con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B34-20,Default,,simple,Default Category,base,WEEKEND BAG ROJO,,"""",1570,1,Taxable Goods,"Catalog, Search",80000,,,,B34-20,WEEKEND BAG ROJO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B34-03,Default,,simple,Default Category,base,WEEKEND BAG NEGRO,,"""",1570,1,Taxable Goods,"Catalog, Search",80000,,,,B34-03,WEEKEND BAG NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B39-55,Default,,simple,Default Category/Paseo,base,BOLSO PASEO COOPER + ROSE GOLD,,"15"" x 21"" x 4,5"" agarraderas 21""",820,1,Taxable Goods,"Catalog, Search",80000,,,,B39-55,BOLSO PASEO COOPER + ROSE GOLD,,"Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B39-20,Default,,simple,Default Category,base,BOLSO PASEO ROJO,,"""",790,1,Taxable Goods,"Catalog, Search",80000,,,,B39-20,BOLSO PASEO ROJO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B39-01,Default,,simple,Default Category,base,BOLSO PASEO MIEL,,"""",960,1,Taxable Goods,"Catalog, Search",80000,,,,B39-01,BOLSO PASEO MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B86-30,Default,,simple,Default Category/Tote,base,TRAVEL TOTE NOPPI SABAN,,"14"" x 15,5"" x 5"" agarraderas 18""  tira larga 24"" - 44"" ",,1,Taxable Goods,"Catalog, Search",80000,,,,B86-30,TRAVEL TOTE NOPPI SABAN,,"Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Tira para asegurar a equipaje de mano en la parte trasera. Correa ajustable y removible.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B86-57,Default,,simple,Default Category,base,TRAVEL TOTE NEGRO LAGARTO,,"""",950,1,Taxable Goods,"Catalog, Search",80000,,,,B86-57,TRAVEL TOTE NEGRO LAGARTO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A03-20,Default,,simple,Default Category/Zipper,base,BILLETERA ZIPPER ROJO,,"4"" x 7,7"" x 1,5""",915,1,Taxable Goods,"Catalog, Search",80000,,,,A03-20,BILLETERA ZIPPER ROJO,,"Billetera de cuero forrada en tela. Cierre con zipper, un compartimento externo con cierre de broche magnético, dieciocho ranuras para tarjetas, cuatro compartimentos internos y un monedero interno con zipper.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A03-49,Default,,simple,Default Category,base,BILLETERA ZIPPER LIMPET,,"""",227,1,Taxable Goods,"Catalog, Search",80000,,,,A03-49,BILLETERA ZIPPER LIMPET,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A03-01,Default,,simple,Default Category/Berry,base,BILLETERA ZIPPER MIEL,,"""",235,1,Taxable Goods,"Catalog, Search",80000,,,,A03-01,BILLETERA ZIPPER MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A02-01,Default,,simple,Default Category,base,BILLETERA BERRY MIEL,,"4,2"" x 8"" x 0,6""",159,1,Taxable Goods,"Catalog, Search",80000,,,,A02-01,BILLETERA BERRY MIEL,,"Billetera de cuero parcialmente forrada en tela. Cierre con broches magnéticos, catorce ranuras para tarjetas, dos compartimentos internos y un monedero externo con zipper en la parte de atrás
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A02-49,Default,,simple,Default Category,base,BILLETERA BERRY LIMPET,,"""",164,1,Taxable Goods,"Catalog, Search",80000,,,,A02-49,BILLETERA BERRY LIMPET,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A02-15,Default,,simple,Default Category,base,BILLETERA BERRY VAINILLA,,"""",164,1,Taxable Goods,"Catalog, Search",80000,,,,A02-15,BILLETERA BERRY VAINILLA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A27-01,Default,,simple,Default Category/Ejecutiva,base,BILLETERA EJECUTIVA HOMBRE MIEL,,"3,5"" x 4,5"" x 0,6""",50,1,Taxable Goods,"Catalog, Search",80000,,,,A27-01,BILLETERA EJECUTIVA HOMBRE MIEL,,"Billetera de cuero forrada en tela. Seis ranuras para tarjetas, un compartimento para billetes y tres compartimentos internos.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A27-03,Default,,simple,Default Category,base,BILLETERA EJECUTIVA HOMBRE NEGRO,,"""",63,1,Taxable Goods,"Catalog, Search",80000,,,,A27-03,BILLETERA EJECUTIVA HOMBRE NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A27-20,Default,,simple,Default Category,base,BILLETERA EJECUTIVA ROJA,,"""",64,1,Taxable Goods,"Catalog, Search",80000,,,,A27-20,BILLETERA EJECUTIVA ROJA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A21-55,Default,,simple,Default Category/Folia,base,BILLETERA FOLIA COOPER,,"4"" x 7,5""",136,1,Taxable Goods,"Catalog, Search",80000,,,,A21-55,BILLETERA FOLIA COOPER,,"Billetera de cuero forrada con tafeta. Cierre con broche, catorce ranuras para tarjetas, cuatro compartimentos internos y un monedero externo con zipper.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A21-57,Default,,simple,Default Category,base,BILLETERA FOLIA NEGRO LAGARTO,,"""",128,1,Taxable Goods,"Catalog, Search",80000,,,,A21-57,BILLETERA FOLIA NEGRO LAGARTO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A21-07,Default,,simple,Default Category,base,BILLETERA FOLIA MANZANA,,"""",140,1,Taxable Goods,"Catalog, Search",80000,,,,A21-07,BILLETERA FOLIA MANZANA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A38-01,Default,,simple,Default Category/Monedero,base,MONEDERO ZIPPER COLOR MIEL,,"3,5"" x 4,5"" x 1,5""",39,1,Taxable Goods,"Catalog, Search",80000,,,,A38-01,MONEDERO ZIPPER COLOR MIEL,,Monedero de cuero sin forrar. Cierre con zipper.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A38-11,Default,,simple,Default Category,base,MONEDERO ZIPPER COLOR NARANJA,,"""",39,1,Taxable Goods,"Catalog, Search",80000,,,,A38-11,MONEDERO ZIPPER COLOR NARANJA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
